"","CD4Tfh_1","CD4Tfh_2","CD8Tfc_1","CD8Tfc_2"
"Ier3ip1",1363,1063,680,777
"Hdhd2",455,606,538,441
"Katnal2",3,9,8,6
"Pias2",1506.87,1846.53,1338.37,1498
"LOC108168393",0,0,0,1
"St8sia5",0,1,0,0
"Loxhd1",44,40.29,15,35.33
"Rnf165",18,14,95,135.5
"8030462N17Rik",531.22,599.71,429.53,457.91
"Haus1",277.42,250.5,224.67,242.62
"Atp5a1",8144.25,7936,7103.5,7072
"Pstpip2",18.93,25.75,6.62,1.75
"Epg5",338,469.4,378.9,419.17
"Siglec15",0,2.5,3,1
"Slc14a1",313.83,445.67,383.33,514.33
"Slc14a2",208.38,161.16,153.23,157.17
"Setbp1",481,798,1219,1715
"Gm36718",0.5,0,0.33,0
"Pard6g",127,170,71,38
"Adnp2",656,893,632,798
"Rbfa",1030,1342,1037,1030
"Txnl4a",4257.42,5064.25,4123.42,4172
"Hsbp1l1",6,4,6,8
"Pqlc1",100,125,173,141
"Kcng2",0.67,2.26,10.99,4.36
"Ctdp1",1064,1535.5,1358.5,1484.5
"Nfatc1",8590,12926,5220,6118
"Atp9b",3362.98,4880.13,2488.94,2778.25
"Sall3",0,2,1,0
"Gm27239",0,0,0,0
"Galr1",0,0,0,0
"Mbp",5532.11,7243.24,4372.38,5660.72
"Zfp236",2289.42,3516,2064.92,2918.42
"LOC108168376",524.65,690.06,691.63,770.68
"Gm41793",0,0,0,0
"Zfp516",34,65,115.43,92.5
"Tshz1",906,1316,922,1164
"Zadh2",791,972,847,989
"Zfp407",625.5,859,640,714
"Cndp1",0,0,0,0
"Cndp2",1432,1604.5,1429,1531
"Fam69c",13,23,2,0
"Gm17266",0,0.5,0,0
"Cyb5a",2391,1985,1417,1483
"Fbxo15",38,30,15,19
"Timm21",0,0,0,0
"Neto1",1,9,0.12,0
"Cbln2",0,0,0,0
"Socs6",445.5,497.67,334,348.5
"Rttn",506.32,584.67,556,507.67
"Cd226",2799.61,2077,2437,2259.11
"Dok6",51.44,81.27,70.72,58.38
"Tmx3",3074.5,2490.5,1716,1788
"LOC108168395",229.65,203.75,101,124
"Ighmbp2",426,653,464.5,508
"Mrpl21",766,666,496,583
"Cpt1a",3811,4628.5,2672,3122.67
"Mtl5",4,2,4,5
"Gal",6,5,3,0
"Ppp6r3",3370.85,4183.17,2927.87,3301.25
"Lrp5",61.75,62.32,114.21,94.28
"Gm36672",3,0,6,4
"1810055G02Rik",20,46,19,41
"Gm36787",2,4.83,9,9
"Suv420h1",3270.62,4771.14,2851,3726.27
"Chka",699,840,1135,893
"Tcirg1",1601,2315,2321,2499
"Ndufs8",2138,1468,1191,1090
"Aldh3b1",4.17,9,26,6
"Unc93b1",789,1108,858,777
"Aldh3b3",0.17,0,0,0
"Aldh3b2",0,0,4,4
"Acy3",21,22,12,1
"Tbx10",6,2,1,3
"Nudt8",118,174,165,153
"Doc2g",51,87,89,114
"Ndufv1",1640,1713,1514,1340
"Gstp1",394.93,494.52,319.79,348.68
"Gstp2",130.38,151.09,109.89,111.23
"BC021614",809.5,940.25,731.75,842.75
"Cabp2",0,0,0,0
"Cdk2ap2",1888.25,2023.5,1212.25,1234.25
"Pitpnm1",2271.25,3495.5,2505.8,3004
"Aip",967.75,998.25,762.58,799.25
"Tmem134",854.5,1151.5,805.25,801.75
"Cabp4",8.67,13.67,6.67,9.5
"Gpr152",1.25,0,0,1
"Coro1b",3871.87,3752,2584,2841.5
"Ptprcap",3555.25,3181.85,2449.75,2511.25
"Rps6kb2",366,476.75,395.5,397.25
"Carns1",280,371.25,320.25,289.75
"Tbc1d10c",3751.25,4557.25,3237.25,4012
"Ppp1ca",4654.17,5213.5,3998.75,4421.5
"Rad9a",313.75,410.25,311.5,349.25
"Clcf1",321.75,536.75,740.75,825.5
"Pold4",468.25,548.5,395,429.5
"Ssh3",272,397,386,432
"Ankrd13d",199,261,275.33,333
"Adrbk1",12319,17183,15260,16699
"Kdm2a",3304,5088.62,2989.38,3537.24
"Rhod",48,64,3,8
"Syt12",4,4,0,1
"2010003K11Rik",0,0,0,0
"Pcx",117,130,29.5,36
"Lrfn4",0,0,0,0
"Rce1",509,675,469,444
"Gm960",17.33,14,3,10
"Sptbn2",131,201,83,93
"Gm42061",0,0,0,0
"Rbm4b",917,1146.5,721,794
"Gm21992",181,257,208,209.5
"Rbm4",0,0,0,0
"Rbm14",0,0,0,0
"Ccs",1030,1506,949,1365
"Ccdc87",2,4,0,0
"Ctsf",26,28,26,30
"Actn3",7,7.41,10.48,8.49
"Zdhhc24",367,491,259,281
"Bbs1",38,29,15,14
"Dpp3",2132.6,2643.1,1997.2,2316
"Peli3",34,63,4,5
"Mrpl11",818,594,495,440
"Npas4",230,267,218,204
"Slc29a2",49,66,81,83
"B4gat1",203,236,169,142
"Brms1",1101,1422,1035,1143
"Rin1",16,48,25,29
"Cd248",0,0,2,1
"Tmem151a",0,0,0,2
"Yif1a",456,513,323,359
"Cnih2",56,94,79,111
"Rab1b",3310,3802,2915,3321
"Klc2",384,625,389,502
"Pacs1",1766.02,2978.64,2027.04,2590.7
"Sf3b2",8210,9840,7300,7719
"Gal3st3",0,2,2,2
"Catsper1",0,0,0,0
"Cst6",7,5.5,5,1
"Banf1",1703,1407,1614,1270
"Eif1ad",1001.2,1235,937,974
"Sart1",2279,3149,2759,2665
"Tsga10ip",7,11,4,6.33
"Drap1",2037,2353,2037,2053
"AI837181",640,806,526,600
"Fosl1",2,0,6,1
"Ccdc85b",213,176,170,181
"Fibp",1165,1314,828,881
"Ctsw",668,1005,7415,8597
"Efemp2",49,34,122,106
"Mus81",677.5,759.5,586,557
"Cfl1",26274.96,23055.42,21754.92,20417.83
"Snx32",329.33,548,328,398
"1700020D05Rik",0,0,0,0
"Gm31166",32.25,49,41,52.33
"Ovol1",3,1,8,0
"Ap5b1",97,162,76,112
"Rnaseh2c",387,218,276,206
"Kat5",919,1255,844,909
"Rela",2118,3116,2082,2298
"Sipa1",5689,8077,6842.1,8142
"Pcnx3",1971.4,3162.25,2424.3,2793.95
"Map3k11",776.5,1096.25,828.25,880.5
"Kcnk7",20.25,18,31,30.75
"Ehbp1l1",1838.3,2643.4,2006.6,2288.37
"Fam89b",846,1076,999,954
"Sssca1",244,270,308,256
"Ltbp3",17,16,21,12
"Scyl1",1155,1637,1152,1290
"Frmd8",4680.5,5507.2,2878.5,3175.2
"Slc25a45",1505,1904,1126,1385
"Tigd3",49.5,68,60.5,64.5
"Dpf2",2202.5,2932,1788.18,2157
"Cdc42ep2",2,3,3,2
"Pola2",1545,1796,1863,1673
"Slc22a20",0,0,0,0
"Capn1",3615,5008,3754,4615
"Syvn1",1106,1784,1382,1315
"Mrpl49",965.5,841,770.5,748
"Fau",2885.5,2336.17,2394.5,2145.5
"Znhit2",195,240,211,195
"Tm7sf2",275,300.2,114,125
"Vps51",782,1100,835,767
"BC048609",2,6,4,5
"Zfpl1",493,726.5,464,611
"Cdca5",467,333,603,319
"Gm550",7,9,13,8
"Naaladl1",15,13,17,14
"Sac3d1",135,176,214,179
"Snx15",401.5,618,323,373
"Arl2",289,348,269,279
"Batf2",0,2,6,0
"Majin",0.5,0.5,2,0
"Gpha2",0,0.5,0.5,0
"Ppp2r5b",135.5,229.25,190.5,213
"Atg2a",655.65,1025.67,832.99,1112.92
"Ehd1",608.25,642.35,538.75,462.85
"Cdc42bpg",78.5,143,117.5,166.25
"Men1",430,493,481.5,473.75
"Map4k2",3155.25,5028.5,4357.75,4969.5
"Sf1",2968,4454,3723.25,3707.75
"Pygm",30.08,35.75,42.75,43.75
"Rasgrp2",895.75,1309,2148.25,2245.75
"Nrxn2",4.8,13.75,22.65,17.85
"Slc22a12",0,0,0,0
"Rps6ka4",892,1229,972,1056
"Ccdc88b",3642,5549,4325,4976
"Prdx5",1742,1567,1374,1224
"Trmt112",475.5,607.67,515.67,554
"Esrra",681,970,747,772.5
"Tex40",3,1,0,2
"Kcnk4",2,2,5,8
"Gpr137",358,370,246,331
"Bad",523.17,433.67,352.83,377.5
"Plcb3",299,477,232,260
"Ppp1r14b",523.5,536.25,432.58,354.33
"Fkbp2",463,468,419,350
"Vegfb",135,167,232,160
"Dnajc4",438,593,199,238
"Nudt22",240,284,121,134
"Trpt1",112,181,98,97
"Fermt3",6433.11,9308.29,6357,7464
"Stip1",3538.5,3420.5,3019.5,2665
"Macrod1",199.2,278,242,287
"Flrt1",0,0,0,0
"Otub1",1398,1936,1232,1435
"Cox8a",3250.83,2740,2900.5,2727.33
"Naa40",1359,1686,1235,1190
"Rcor2",20,31,42,48
"Mark2",3231,5258.12,4199.33,5014
"AI846148",567,898,649,793
"2700081O15Rik",64,134,422.5,396
"Rtn3",4981,5140,4658,4828
"Atl3",3635.61,3938.75,2169.5,2897.5
"Pla2g16",3615,2851,1883,2085
"Lgals12",0,3,0,2
"Hrasls5",0,4,1,1
"Slc22a19",0,0,0,0
"Slc22a26",0,0,0,0
"Slc22a27",2050.37,1870.87,1872.47,1866.1
"Slc22a28",1.74,0.83,2.14,0.74
"Slc22a29",134.5,246.58,430.04,252.93
"Slc22a30",0,0,0.11,0.2
"Slc22a8",0,0,0,0
"Slc22a6",0,0,0,0
"Chrm1",0,0,0,0
"Slc3a2",4496,5855,5145,4983
"Wdr74",725.17,870,813,758
"1700092M07Rik",2,6,5,4
"Stx5a",2454,3113.12,2014,2336
"Nxf1",7309.25,9728,7047,7434.33
"Tmem223",422.5,379,346,347.5
"Tmem179b",1249,1270,957,937
"Taf6l",236,298,190,210
"Polr2g",1984,1542,1178,1175
"Zbtb3",35,24,13,16
"Ttc9c",1383,1407.67,733.83,897
"Hnrnpul2",7884,9913,8089,8185
"Gng3",2,3,0,2
"Bscl2",1534,1955,1737,2034
"Lrrn4cl",3,7,13,13
"Ubxn1",2532,2656,2208,2163
"Uqcc3",881,839,637,614
"Lbhd1",95,73,87.5,55
"1810009A15Rik",0,0,0,0
"Ints5",616,789,593.5,583
"Ganab",5395,6635,5143,5553
"B3gat3",1084,1335,1135,1254
"Rom1",111,165,188,303
"Eml3",2392.5,3582,3232,3907
"Mta2",7858,9673,7405,7720
"Tut1",484,823,568,584
"Eef1g",4358.86,4660.3,4970.53,4462.62
"Ahnak",10420.98,14142.97,16005.97,21021.45
"Scgb1a1",0,0,1,0
"Asrgl1",809,968,847,954
"Gm38656",0,0,0,0
"Gm6445",0,0,2,0.14
"LOC102639117",0,1,0,0
"Incenp",1935.12,2245.83,2945.33,1940.5
"Fth1",9244.5,11093.5,9137,8351
"Best1",4,1,10,4
"Rab3il1",6,8,33,1
"Fads3",10,0,21,5
"Fads2",35,25.5,19,5
"Fads1",473.5,688.5,537,610
"Fen1",1384,923,1064,741
"Tmem258",2280,1612.5,1192,1256.5
"Myrf",3,8,2,2
"Dagla",67,113,33,69
"Syt7",2,3,0,0
"Lrrc10b",0,0,1,0
"Ppp1r32",27,28,27.2,22
"Sdhaf2",1956,1939,1251,1340
"Cpsf7",758,1160,704,953
"Tmem216",92,84,55,48
"Tmem138",193,217,160,181
"Cyb561a3",734,910,797,716
"Tkfc",189,257,204,249
"Ddb1",7185,8254,5873,6741
"Vwce",4,3,1,2
"Pga5",0,0,0,0.8
"Vps37c",388,623,467,497
"Cd5",13205.17,16830,5403,6346
"Cd6",13945.4,17529.5,6817,8232.5
"Slc15a3",157,241,117.71,86.14
"Tmem132a",33,58,28,21
"Tmem109",599,577,556,451
"Prpf19",2820.5,2612,2344.5,2168
"Zp1",0,0,0,1
"Ptgdr2",4,6,4,10.5
"Ccdc86",284,516,425,470
"Ms4a10",0,0,0,0
"Ms4a15",2,4,0,0
"Ms4a18",0,0,0,0
"Ms4a8a",11,10,16,26
"1700017D01Rik",1156.5,1342.5,948.5,1022.7
"1700025F22Rik",0,0,0,0
"Ms4a13",3.83,4.1,3.05,6.08
"Ms4a12",0,0.4,0.5,0.1
"Ms4a1",42,3,220,9
"Ms4a5",0,0,0,0
"Ms4a14",0,0,0,0
"Ms4a7",0,0,5,2
"Ms4a4a",6,13,37,32
"Ms4a4c",1182.11,1098.18,1560.55,1845.67
"Ms4a4b",18975.85,17755.17,20437.53,24984.09
"Ms4a6c",4975.25,5758.5,3417.17,4154.08
"Gm8369",808.92,966.69,991.23,1143.31
"Ms4a6b",15622.67,14752.92,12744,16746.25
"Ms4a4d",64.33,51.5,41.67,32.83
"Ms4a6d",172.17,101.58,141.08,148.48
"Ms4a2",1,0,14,0
"Ms4a3",11,0,41,1
"Oosp2",0,0,0,0
"Oosp1",0,0,2,2
"Oosp3",0,1,0,0.33
"Gif",2,2,2,1
"Mrpl16",418,433,345,383
"Stx3",97,110.33,93,78
"Olfr1417",0,0,0,0
"Olfr1418",0,0,0,0
"Olfr1419",0,0,0,0
"Olfr1420",0,0,0,0
"Patl1",1476.92,2232.14,1541,1908.11
"Osbp",1474.2,2139.37,1291,1530
"Olfr1423",0,0,0,0
"Olfr1424",0,0,0,0
"Olfr1425",0,0,0,0
"Olfr1426",0,0,0,0
"Olfr1427",0,0,0,0
"Olfr1428",0,0,0,0
"Olfr76",0,0,0,0
"Olfr1431",0,0,0,0
"Olfr1432",0,0,0,0
"Olfr262",0,0,0,0
"Olfr235",0,0,0,0
"Olfr1434",0,0,0,0
"Olfr1436",0,0,0,0
"Olfr1437",0,0,0,0
"Olfr1440",0,0,0,0
"Olfr1441",0,0,0,0
"Pfpl",0,0,0,0
"Mpeg1",293,258,283,29
"Dtx4",441,537,88,88
"Fam111a",2488,2036,1718,1775
"Gm4952",2,0,0,1
"Glyat",1,0,0,0
"Olfr1442",0,0,0,0
"Olfr1443",0,0,0,0
"Keg1",0,0,0,0
"Cntf",135,195,163,144
"Zfp91",5961.12,6743,4245,4800.5
"Lpxn",4930.5,4759.17,2499.25,3058.23
"Olfr1444",15,9,17,8
"Olfr1445",0,0,0,0
"Olfr1446",0,0,0,1
"Olfr1447",0,0,0,0
"Olfr1448",0,0,0,0
"Olfr1449",0,0,0,0
"Olfr1450",0,0,0,0
"Olfr1451",0,0,0,0
"Olfr1453",0,0,0,0
"Olfr1454",0,0,0,0
"Olfr1457",0,0,0,0
"Olfr1458",0,0,0,0
"Olfr1459",0,0,0,0
"Olfr1461",0,0,0,0
"Olfr1462",0,0,0,0
"Olfr1463",0,0,0,0
"Olfr1465",0,0,0,0
"Olfr1466",0,0,0,0
"Olfr1467",0,0,0,0
"Olfr1469",0,0,0,0
"Olfr1471",0,0,0,0
"Olfr1472",0,0,0,0
"Olfr1474",0,0,0,0
"Olfr1475",0,0,0,0
"Olfr1477",0,0,0,0
"Olfr1480",0,0,0,0
"Olfr1484",0,0,0,0
"Olfr1487",0,0,0,0
"Olfr1489",0,0,0,0
"Olfr1490",0,0,0,0
"Olfr1491",0,0,0,0
"Olfr1494",0,0,0,0
"Olfr1495",0,0,0,0
"Olfr1496",0,0,0,0
"Olfr1497",0,0,0,0
"Olfr1499",0,0,0,0
"Olfr1500",0,0,0,0
"Olfr1501",0,0,0,0
"Olfr1502",0,0,0,0
"Olfr1504",0,0,0,0
"Olfr1505",0,0,0,0
"Tle4",1340,1726.64,1811.5,1746
"Psat1",3018.5,2390.5,1949.5,1708
"Cep78",497.99,499.13,416.61,407.03
"Gnaq",2571.43,2070.58,1652.05,1340.32
"Gna14",292.27,341.1,108.3,104.3
"Vps13a",5200.69,5585.24,4081.06,5227.17
"Foxb2",0,0,0,0
"Prune2",0,0,8.6,2
"Gcnt1",841,1125,1139,1208
"Rfk",1517,1798,1051,1218
"Pcsk5",188.95,200.35,221.2,165.91
"Ostf1",3435.81,3489.81,4357.75,4534.23
"Nmrk1",128,179,186,238
"Carnmt1",509.33,508,434.98,426.17
"D030056L22Rik",989.83,926,678.5,576
"Trpm6",524.7,608.21,134.16,85.02
"Rorb",3,4,5,2
"Anxa1",90.2,49.4,171,56
"Aldh1a1",0.5,2,24.5,5
"Aldh1a7",0,1,0,0.11
"Tmc1",2.25,1.9,0.83,1.28
"Zfand5",3017,3829,2640.33,2645.5
"Gda",6,3.11,45.5,2
"1110059E24Rik",678.67,524.5,393,392.5
"Abhd17b",706,829,631,672.17
"Tmem2",1016,1406,587,575
"Trpm3",4441.09,3247.05,2545.52,2881.51
"Klf9",123,138,90,151.25
"Smc5",2305.34,2697.15,2203.87,2213.37
"Mamdc2",25.5,22,17.5,27.67
"1700028P14Rik",8639.06,4441.3,4608.91,4240.58
"Ptar1",822,972,581,708
"Apba1",6.4,1.3,11.4,7.3
"Fam189a2",0,0,0,0
"Tjp2",933,1047,822,782
"Fxn",232,242.5,344.67,265
"Pip5k1b",53,78.75,52.38,37.62
"Fam122a",0,0,0,0
"Tmem252",0,0,0,0
"Pgm5",0,0.5,1.1,0.2
"Foxd4",3,1,6,1
"Cbwd1",412.4,394,301,269
"Dock8",7167.11,9987,6656.81,7747.5
"Gm3873",0,0,0,0
"Kank1",541.09,472.01,466.46,433.1
"Dmrt1",0,0,0,0
"Dmrt3",0,0,0,0
"Dmrt2",2,3,4,13
"Smarca2",2305,3463,2352,2721
"Gm815",0,0,0,0
"Vldlr",0,0,5,0
"Kcnv2",0,0,0,0
"Pum3",1714.5,1794.5,1516,1623
"Rfx3",468.07,598.52,479.02,438.3
"Glis3",28.36,73.72,33.66,34.5
"Slc1a1",1039.51,879.86,812.36,894.35
"4430402I18Rik",7,14,11,11
"Plpp6",0,0,0,0
"Cdc37l1",205,298,157,314
"Ak3",399,532,521,692
"Rcl1",1124,1157,810,794
"Jak2",10738,13309,5515,6998
"Insl6",242,169,142,168
"Rln1",0,0,0,0
"Plgrkt",4453.11,4666,3000,3389
"Cd274",2576.53,3263,1970.67,1941.5
"Pdcd1lg2",506,521,238,288.33
"Ric1",1615.2,2185.17,1250,1606
"Ermp1",1722.22,1764,1829.2,1936.54
"Mlana",0,3,1,1
"9930021J03Rik",1295,1566.33,1139,1277
"Ranbp6",744,1002,472,744
"Il33",0,1.12,2,0.5
"Trpd52l3",0,0,0,0
"Uhrf2",3546,4260,2994.33,3103
"Gldc",16.17,21.81,19,15.69
"Mbl2",0,0,0,0
"Dkk1",0,0,0,0
"Prkg1",57.98,73.45,30.06,34.16
"Cstf2t",0,0,0,0
"A1cf",28,20.27,13,15
"Asah2",314,427.5,152,157.67
"Sgms1",1792.67,1992.3,938,1022.2
"Minpp1",1173,1285,794,653
"Papss2",22,20,20,6.5
"Atad1",3387.85,2704,2010.5,2044
"Gm36566",1,0,1,0
"Pten",3030,3670,2360,2595.5
"Rnls",123.4,124.07,65.87,55.61
"Lipo4",2.43,3.94,0,0.22
"Lipo3",560.16,376.9,84.47,109.29
"Gm8978",0.35,0.1,0.1,0
"Lipo2",32.81,32.07,6.34,10.87
"Lipo1",1.95,0.43,0.1,0
"Lipf",0,0,0,0
"Lipk",0,2,8,1
"Lipn",0,0,2,0
"Lipm",6,30,10,8
"Ankrd22",4.26,4.27,2.22,2.88
"Stambpl1",1408,1805,1089.5,975
"Acta2",67,75.14,34.29,22
"Fas",2334.5,2217.46,1533,1561.83
"Ch25h",2,2,3,2
"Lipa",1995,2562,933,1246
"Ifit2",646,765,526,642
"Ifit3",215.25,216.25,406.25,433.5
"Ifit1bl1",202,199,204,320
"Ifit3b",0,0,0,0
"Ifit1bl2",0,0,0,0
"Ifit1",0,0,0,0
"Slc16a12",15,27.5,5,13
"Pank1",119,141,109,123.25
"Kif20b",1035,802,897,607
"Htr7",3.6,8.6,2.17,0.98
"Rpp30",560,348,334,242
"Ankrd1",1,0,0,0
"Pcgf5",1441.39,1750.5,1195.25,1339
"Hectd2",920.75,1055.25,406,447
"Ppp1r3c",0,0,0,0
"Tnks2",7379.68,8461.64,5280.38,6446.43
"Fgfbp3",18,5,13,8
"Btaf1",2221,2808,2151,2542
"Cpeb3",9,11.5,12.79,16.5
"March5",773.25,993.21,678.71,756.69
"Ide",7971.38,6055.03,4950.13,5232.18
"Kif11",1067.75,560.21,833.67,460.62
"Hhex",19.5,33,26,9.25
"Exoc6",2081.1,2171.83,1659.88,1912.6
"Cyp26c1",0,2,2,1
"Cyp26a1",4,1,5,4
"Myof",3,0,27,1
"Cep55",1134,607.5,909.5,528
"Ffar4",0,0,2,1
"Rbp4",0,0,0,0
"Pde6c",3,3.5,4,0
"Fra10ac1",449,567,347,345
"Lgi1",0,0,0,0
"Gm41844",232.13,308.53,328.67,268.01
"Slc35g1",893,1009,830,1035.33
"Plce1",274.17,230.58,205.08,198.77
"Noc3l",740,884,607,668
"Tbc1d12",183.85,236.89,120.23,142.09
"Hells",2856,1770.33,1916,1366
"Cyp2c55",0.5,0.4,0,0.2
"Cyp2c65",0,0,0,0
"Cyp2c66",0,2.38,1.12,3.53
"Cyp2c29",0,0,0,0
"Cyp2c38",1,0.83,0.14,0.12
"Cyp2c39",0.17,0,0,0
"Cyp2c67",0.14,1,0,1
"Cyp2c68",0,0,0,0
"Cyp2c40",0,1,1,1
"Cyp2c69",0,2,2.5,1.5
"Cyp2c37",0,0,0,0
"Cyp2c54",0,0,0,1
"Cyp2c50",0,0,0,0
"Cyp2c70",0,0,0,0
"Pdlim1",385,353,422.5,384
"Sorbs1",573.5,660.5,550,600.4
"Aldh18a1",2944.77,3863.41,2754.69,3226.49
"Tctn3",229,299,244,226
"Entpd1",1974.27,2334.66,1546.46,1637.49
"Cc2d2b",14,26,21,13
"Ccnj",130,219,187,207
"Zfp518a",1253,1426,730,898
"Blnk",13.03,3.04,223.89,6.16
"Dntt",22,1,98,1
"Opalin",0,0,0,0
"Tll2",5.51,12.1,4.85,10.68
"Tm9sf3",5895,6410,4048,5183
"Pik3ap1",215,301,1019,1081.17
"Lcor",1048.75,1191.5,1244,1036.75
"Morf4l1b",0,0,0,0
"Slit1",11,15,23.2,15.67
"Arhgap19",523,276.5,572,273
"Frat1",77,131,106,112
"Frat2",541,851,600,843
"Rrp12",547,630,772.2,725
"Pgam1",1819.16,2137.8,2078.67,1787.45
"Exosc1",615,659.14,488,480.17
"Zdhhc16",592,724,564,676
"Mms19",1693,2355,1854,2190
"Ubtd1",184,207,181,157
"Ankrd2",1,1,0,0
"Hoga1",3,5.5,1.5,5
"4933411K16Rik",0,0,0,0
"Morn4",89,96,53,51
"Pi4k2a",1148.2,1766,1333,1493
"Avpi1",85,68,44,56
"Marveld1",467,709,396,505
"Zfyve27",991,1334,874,1062
"Sfrp5",0,0,0,0
"Golga7b",0,0,1,0.14
"Crtac1",49.14,43.76,58.21,39.25
"R3hcc1l",990,1212,833,873
"Loxl4",26,23,11,14
"Pyroxd2",23,31,32,22
"Hps1",840,1380,1027,1146
"Hpse2",144.67,101.72,53.35,73.46
"Cnnm1",0,1,1.25,1
"Got1",1140.25,1450.46,1304.12,1324
"Nkx2-3",0,0,0,0
"Slc25a28",786,1160,776,857
"Entpd7",145,181.12,155.2,115.6
"Cox15",818,885,728,787
"Cutc",202,196,180,251
"Abcc2",4,1,4,0
"Dnmbp",538.25,802,552,626
"Cpn1",1,0,2,0
"Cyp2c44",0,2,2,0.14
"Erlin1",350,326,285,234
"Chuk",2331,3001.5,2196.5,2529.5
"Cwf19l1",415,569,344,422
"Bloc1s2",744.33,717.75,528.75,471.42
"Pkd2l1",7.53,4.31,4.55,4.07
"Scd3",0,0,0,0
"Scd2",4282.12,5377.47,2190.27,2168.15
"Scd4",23.25,28.61,9.5,11.83
"Scd1",68.32,70.42,117.79,34.17
"Wnt8b",0,0,0,0
"Sec31b",36,54,62,47
"Ndufb8",1890,1851,1477,1450
"Hif1an",1198,1688,930,1241
"Pax2",0,0,0,0
"Fam178a",1491.87,2000.09,1301.44,1512.36
"Sema4g",14,20,26,33.12
"Mrpl43",300,358,330,328
"Peo1",425,499,358,352
"Lzts2",24,53,36,33
"Pdzd7",10,10,9,12
"Sfxn3",0,0,0,0
"Kazald1",5,6,2,11
"Tlx1",0,0,0,1
"Lbx1",0,0,0,0
"Btrc",2968.31,2322.89,2180.2,2184.9
"Poll",471,641,410,458
"Dpcd",321,345,524,535
"Fbxw4",1209,1609,1288,1447
"Fgf8",0,0,0,0
"Npm3",841,646,788.5,681.5
"Mgea5",7612,9809,7702,8902.33
"Kcnip2",64,108.25,28,16
"9130011E15Rik",672.39,733.97,551.02,541.58
"Hps6",162,248,183,243
"Ldb1",6864.5,9519,6426.5,7164
"Pprc1",672,974,1003,949
"Nolc1",2352,2525,2385,2197
"Elovl3",0,0,0,0
"Pitx3",0,0,0,0
"Gbf1",1886.13,2968.27,1859.99,2396.09
"Nfkb2",3032,3971.5,2398,2859
"Psd",478,788,731,618
"Fbxl15",54,62,50,49
"Cuedc2",523.5,565,835,915
"Tmem180",217,293,167,211
"Actr1a",2853.5,3345,2622.5,2948.5
"Sufu",1214.55,1816,846,1064.25
"Trim8",3674,5107,2213,2530
"Arl3",405.23,405.5,301.5,342
"Sfxn2",152.25,203.25,105,105
"Wbp1l",2127,3253,2152.17,2639.14
"Cyp17a1",3,1,2,2
"Borcs7",229,254,196,287
"As3mt",204.33,156,331,314
"Cnnm2",145,186,126,129.33
"Nt5c2",991.67,1190.75,862,790
"Ina",2,1,5,6
"Pcgf6",549,756,499,543
"Taf5",449,513,404,390
"Usmg5",496.33,444.33,312.08,251.92
"Pdcd11",1626,2226,1500,1659.5
"Calhm2",679,840,206,199
"Calhm1",21,32,3,1
"Neurl1a",2,2,4.17,0.48
"Sh3pxd2a",90.33,92.95,147.53,122.67
"Obfc1",571,664,515,431
"Slk",3059.11,3941.34,2937.34,3332.67
"Col17a1",2,5,0,3
"Sfr1",2517,2432,2286,1999
"Cfap43",55,65.25,39.2,33
"Gsto1",408,470,468,424
"Gsto2",3,15,9,2
"Itprip",1101,1552,1121,1298.5
"Cfap58",0,0,0.25,0
"Sorcs3",0.47,4.07,1.33,3.75
"Sorcs1",4.47,6.99,15.03,7.69
"Ins1",0,0,0,0
"Xpnpep1",1801.7,1999.1,1473.77,1614.71
"Add3",4319,5339.12,4194,5152
"Mxi1",507.5,632,458,458.5
"Smndc1",2333.5,3098,2332.5,2501
"Dusp5",870,1166,1105,1079
"Smc3",3245.04,3607.67,3075.95,2970.18
"Rbm20",24.3,39.43,20.32,23.66
"Pdcd4",7703,9902.5,6079,6863
"Bbip1",1624.5,1351,887,923
"Shoc2",1748.33,1772.5,1037.5,1137
"Adra2a",31,26,21,20
"Gpam",348,485,420,425
"Tectb",0,0,0,0
"Gucy2g",182,149,26,16
"Acsl5",5693,5772,5094,5101
"Zdhhc6",1082,1119.5,859.5,906
"Vti1a",1223.32,1462.1,1159.5,1158.2
"Tcf7l2",6,0,9,1
"Habp2",1,0,0,1
"Nrap",6,9,5,8
"Casp7",1113.36,1241.66,680.46,651.32
"Plekhs1",2,9,1,1
"Dclre1a",305,344,208.5,190.5
"Nhlrc2",1237,1447,1073,1217
"Adrb1",3,5,7,7
"Ccdc186",753,987,618,836
"Tdrd1",0,0,0,3
"Vwa2",2,2,10,3
"Afap1l2",0,1,0.33,0
"Ablim1",15657,22688.17,18610,25140
"Fam160b1",980,1514,1009,1393
"Trub1",304.33,282,238,237
"Atrnl1",435.87,451.55,345.36,299.09
"Gfra1",0,3,20,2
"LOC108168411",0,0,0,0
"Ccdc172",0,0,0,0
"Pnlip",0,0,0,0
"Pnliprp1",0,0,0,0
"Pnliprp2",0,0,0,0
"1700019N19Rik",8.18,11.55,10.13,9.82
"Hspa12a",99,118,17,26
"Eno4",5,2,4,3
"Shtn1",252,254,34,23
"Vax1",0,0,0,0
"Kcnk18",0.25,0.11,0.24,0
"Slc18a2",147,184,201,155
"Pdzd8",15645.58,9899.65,10596.32,9666.98
"Emx2",0,0,0,0
"Rab11fip2",482,559,311,362
"Fam204a",866,728,604.5,550.5
"Prlhr",0,0,0,0
